cite,cited,subgraph_1hop,subgraph_2hop,subgraph_3hop
35,1133338,"[[35, 35, 1688, 82920, 210871, 210872, 210872], [1688, 210871, 1133338, 35, 35, 210871, 35]]","[[35, 35, 35, 35, 1688, 35061, 44514, 58758, 82920, 82920, 210871, 210871, 210872, 210872, 210872, 273152], [1688, 210871, 273152, 35061, 1133338, 210871, 210871, 1688, 273152, 35, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 1688, 32083, 35061, 44514, 58758, 58758, 82920, 82920, 141342, 210871, 210871, 210872, 210872, 210872, 273152, 576973], [141342, 1688, 210871, 273152, 35061, 1133338, 35061, 210871, 210871, 1688, 576973, 273152, 35, 35061, 273152, 35, 210871, 273152, 35, 210871, 58758]]"
35,1136814,"[[35, 35, 35, 1688, 33907, 82920, 210871, 210872, 210872], [1688, 210871, 33907, 1136814, 1136814, 35, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 35, 1688, 14062, 14062, 33907, 35061, 44514, 58758, 82920, 82920, 97390, 97645, 210871, 210871, 210872, 210872, 210872, 273152], [1688, 210871, 273152, 33907, 35061, 97645, 1136814, 33907, 97390, 1136814, 210871, 210871, 1688, 273152, 35, 33907, 33907, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 35, 35, 1688, 14062, 14062, 32083, 33907, 35061, 44514, 58758, 58758, 82920, 82920, 97390, 97645, 141342, 210871, 210871, 210872, 210872, 210872, 273152, 576973], [141342, 1688, 210871, 273152, 33907, 35061, 97645, 1136814, 33907, 97390, 35061, 1136814, 210871, 210871, 1688, 576973, 273152, 35, 33907, 33907, 35061, 273152, 35, 210871, 273152, 35, 210871, 58758]]"
35,1152421,"[[35, 35, 14062, 82920, 82920, 85352, 210871, 210872, 210872], [210871, 85352, 1152421, 1152421, 35, 1152421, 35, 210871, 35]]","[[35, 35, 35, 35, 14062, 35061, 44514, 82920, 82920, 82920, 85352, 210871, 210871, 210872, 210872, 210872, 273152], [210871, 273152, 35061, 85352, 1152421, 210871, 210871, 1152421, 273152, 35, 1152421, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 14062, 32083, 35061, 44514, 82920, 82920, 82920, 85352, 141342, 210871, 210871, 210872, 210872, 210872, 273152], [141342, 210871, 273152, 35061, 85352, 1152421, 35061, 210871, 210871, 1152421, 273152, 35, 1152421, 35061, 273152, 35, 210871, 273152, 35, 210871]]"
35,1153065,"[[35, 35, 1688, 82920, 210871, 210872, 210872], [1688, 210871, 1153065, 35, 35, 210871, 35]]","[[35, 35, 35, 35, 1688, 35061, 44514, 58758, 82920, 82920, 210871, 210871, 210872, 210872, 210872, 273152], [1688, 210871, 273152, 35061, 1153065, 210871, 210871, 1688, 273152, 35, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 1688, 32083, 35061, 44514, 58758, 58758, 82920, 82920, 141342, 210871, 210871, 210872, 210872, 210872, 273152, 576973], [141342, 1688, 210871, 273152, 35061, 1153065, 35061, 210871, 210871, 1688, 576973, 273152, 35, 35061, 273152, 35, 210871, 273152, 35, 210871, 58758]]"
35,1153280,"[[35, 35, 14062, 82920, 82920, 85352, 210871, 210872, 210872], [210871, 85352, 1153280, 1153280, 35, 1153280, 35, 210871, 35]]","[[35, 35, 35, 35, 14062, 35061, 44514, 82920, 82920, 82920, 85352, 210871, 210871, 210872, 210872, 210872, 273152], [210871, 273152, 35061, 85352, 1153280, 210871, 210871, 1153280, 273152, 35, 1153280, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 14062, 32083, 35061, 44514, 82920, 82920, 82920, 85352, 141342, 210871, 210871, 210872, 210872, 210872, 273152], [141342, 210871, 273152, 35061, 85352, 1153280, 35061, 210871, 210871, 1153280, 273152, 35, 1153280, 35061, 273152, 35, 210871, 273152, 35, 210871]]"
35,1153577,"[[35, 35, 35, 33895, 82920, 210871, 210872, 210872, 503877, 503883, 503893], [210871, 503883, 503893, 1153577, 35, 35, 210871, 35, 1153577, 1153577, 1153577]]","[[35, 35, 35, 35, 35, 35, 33895, 35061, 44514, 58758, 82920, 82920, 134219, 141324, 210871, 210871, 210872, 210872, 210872, 273152, 287787, 503877, 503883, 503893], [210871, 273152, 287787, 35061, 503883, 503893, 1153577, 210871, 210871, 33895, 273152, 35, 503893, 503877, 273152, 35, 210871, 273152, 35, 210871, 503883, 1153577, 1153577, 1153577]]","[[35, 35, 35, 35, 35, 35, 35, 35, 35, 32083, 33895, 35061, 44514, 54131, 58758, 58758, 66556, 66556, 66564, 82920, 82920, 94639, 110041, 134219, 141324, 141342, 210871, 210871, 210872, 210872, 210872, 273152, 287787, 503877, 503883, 503893, 576973], [141342, 210871, 273152, 287787, 35061, 503883, 503893, 54131, 66556, 35061, 1153577, 210871, 210871, 141324, 33895, 576973, 141324, 54131, 141324, 273152, 35, 141324, 287787, 503893, 503877, 35061, 273152, 35, 210871, 273152, 35, 210871, 503883, 1153577, 1153577, 1153577, 58758]]"
35,1153853,"[[35, 35, 82920, 103515, 108047, 210871, 210872, 210872, 578650], [103515, 210871, 35, 1153853, 1153853, 35, 210871, 35, 1153853]]","[[35, 35, 35, 35, 35, 35, 35, 35, 8865, 28336, 35061, 38205, 44514, 54129, 54129, 82920, 82920, 103515, 108047, 108047, 210871, 210871, 210871, 210872, 210872, 210872, 254923, 273152, 578650], [103515, 210871, 254923, 273152, 35061, 38205, 54129, 8865, 103515, 108047, 210871, 108047, 210871, 108047, 28336, 273152, 35, 1153853, 1153853, 28336, 273152, 35, 38205, 210871, 273152, 35, 108047, 210871, 1153853]]","[[35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 887, 1272, 8865, 28336, 32083, 35061, 38205, 44514, 54129, 54129, 54129, 82920, 82920, 103515, 108047, 108047, 117315, 141342, 210871, 210871, 210871, 210871, 210872, 210872, 210872, 254923, 273152, 415693, 578650], [103515, 141342, 210871, 254923, 273152, 35061, 38205, 415693, 54129, 8865, 887, 38205, 254923, 103515, 108047, 35061, 210871, 108047, 210871, 108047, 117315, 28336, 273152, 35, 1153853, 1153853, 28336, 28336, 35061, 273152, 35, 38205, 887, 210871, 273152, 35, 108047, 210871, 254923, 1153853]]"
35,1153943,"[[35, 35, 82920, 82920, 85352, 97390, 210871, 210872, 210872, 576257], [210871, 85352, 1153943, 35, 1153943, 1153943, 35, 210871, 35, 1153943]]","[[35, 35, 35, 35, 910, 14062, 23116, 35061, 44514, 82920, 82920, 82920, 85352, 97390, 210871, 210871, 210872, 210872, 210872, 273152, 576257], [210871, 273152, 35061, 85352, 576257, 97390, 576257, 210871, 210871, 1153943, 273152, 35, 1153943, 1153943, 273152, 35, 210871, 273152, 35, 210871, 1153943]]","[[35, 35, 35, 35, 35, 906, 910, 910, 910, 5462, 5869, 14062, 23116, 24966, 24966, 24966, 25702, 27627, 32083, 35061, 44514, 65212, 77758, 82920, 82920, 82920, 85352, 97390, 141342, 210871, 210871, 210872, 210872, 210872, 253762, 273152, 576257], [141342, 210871, 273152, 35061, 85352, 910, 5462, 576257, 5869, 910, 910, 97390, 576257, 23116, 27627, 65212, 910, 23116, 35061, 210871, 210871, 23116, 910, 1153943, 273152, 35, 1153943, 1153943, 35061, 273152, 35, 210871, 273152, 35, 23116, 210871, 1153943]]"
35,1154459,"[[35, 35, 14062, 82920, 82920, 85352, 210871, 210872, 210872], [210871, 85352, 1154459, 1154459, 35, 1154459, 35, 210871, 35]]","[[35, 35, 35, 35, 14062, 35061, 44514, 82920, 82920, 82920, 85352, 210871, 210871, 210872, 210872, 210872, 273152], [210871, 273152, 35061, 85352, 1154459, 210871, 210871, 1154459, 273152, 35, 1154459, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 14062, 32083, 35061, 44514, 82920, 82920, 82920, 85352, 141342, 210871, 210871, 210872, 210872, 210872, 273152], [141342, 210871, 273152, 35061, 85352, 1154459, 35061, 210871, 210871, 1154459, 273152, 35, 1154459, 35061, 273152, 35, 210871, 273152, 35, 210871]]"
35,116552,"[[35, 40, 82920, 210871, 210872, 210872], [210871, 116552, 35, 35, 210871, 35]]","[[35, 35, 35, 35, 40, 35061, 44514, 82920, 82920, 141342, 141342, 210871, 210871, 210872, 210872, 210872, 273152], [141342, 210871, 273152, 35061, 116552, 210871, 210871, 273152, 35, 35061, 40, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 40, 32083, 35061, 44514, 82920, 82920, 141342, 141342, 210871, 210871, 210872, 210872, 210872, 273152], [141342, 210871, 273152, 35061, 116552, 35061, 210871, 210871, 273152, 35, 35061, 40, 273152, 35, 210871, 273152, 35, 210871]]"
35,12576,"[[35, 35, 887, 887, 6213, 12576, 82920, 83725, 210871, 210871, 210872, 210872], [210871, 887, 12576, 6213, 12576, 83725, 35, 12576, 35, 887, 210871, 35]]","[[35, 35, 35, 35, 35, 887, 887, 887, 4584, 4584, 6151, 6213, 6213, 6741, 12576, 12576, 35061, 44514, 56112, 82920, 82920, 83725, 83725, 198653, 210871, 210871, 210871, 210871, 210872, 210872, 210872, 273152], [198653, 210871, 273152, 35061, 887, 12576, 6151, 6213, 6151, 6213, 6213, 12576, 6151, 83725, 56112, 83725, 210871, 210871, 83725, 273152, 35, 12576, 56112, 887, 198653, 273152, 35, 887, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 35, 887, 887, 887, 4584, 4584, 6151, 6213, 6213, 6741, 12576, 12576, 32083, 35061, 44514, 56112, 82920, 82920, 83725, 83725, 141342, 198653, 210871, 210871, 210871, 210871, 210872, 210872, 210872, 273152], [141342, 198653, 210871, 273152, 35061, 887, 12576, 6151, 6213, 6151, 6213, 6213, 12576, 6151, 83725, 56112, 83725, 35061, 210871, 210871, 83725, 273152, 35, 12576, 56112, 35061, 887, 198653, 273152, 35, 887, 210871, 273152, 35, 210871]]"
35,128540,"[[35, 35, 28287, 28287, 44455, 44455, 82920, 128540, 210871, 210872, 210872, 387795], [210871, 387795, 128540, 387795, 128540, 387795, 35, 387795, 35, 210871, 35, 128540]]","[[35, 35, 35, 35, 35, 35, 114, 4584, 28287, 28287, 28287, 28290, 28290, 35061, 41714, 44455, 44455, 44455, 44514, 56708, 56708, 56709, 82920, 82920, 128540, 210871, 210871, 210872, 210872, 210872, 273152, 387795], [210871, 273152, 28290, 35061, 387795, 41714, 28287, 28287, 128540, 387795, 56709, 28287, 56709, 210871, 44455, 128540, 387795, 41714, 210871, 28287, 56709, 28287, 273152, 35, 387795, 273152, 35, 210871, 273152, 35, 210871, 128540]]","[[35, 35, 35, 35, 35, 35, 35, 35, 114, 4584, 12576, 12576, 28287, 28287, 28287, 28290, 28290, 32083, 35061, 41714, 44455, 44455, 44455, 44514, 56708, 56708, 56709, 82920, 82920, 128540, 141342, 210871, 210871, 210872, 210872, 210872, 273152, 387795], [12576, 141342, 210871, 273152, 28290, 35061, 387795, 41714, 28287, 28287, 28290, 56709, 128540, 387795, 56709, 28287, 56709, 35061, 210871, 44455, 128540, 387795, 41714, 210871, 28287, 56709, 28287, 273152, 35, 387795, 35061, 273152, 35, 210871, 273152, 35, 210871, 128540]]"
35,135130,"[[35, 35, 12576, 56115, 82920, 210871, 210872, 210872], [12576, 210871, 135130, 135130, 35, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 887, 887, 6213, 12576, 12576, 12576, 35061, 44514, 56112, 56112, 56115, 82920, 82920, 83725, 83725, 83725, 210871, 210871, 210871, 210872, 210872, 210872, 273152], [12576, 210871, 273152, 35061, 887, 12576, 6213, 12576, 135130, 56112, 83725, 210871, 210871, 56115, 83725, 135130, 273152, 35, 12576, 56112, 56115, 273152, 35, 887, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 35, 35, 887, 887, 887, 4584, 4584, 6151, 6213, 6213, 6741, 12576, 12576, 12576, 32083, 35061, 44514, 56112, 56112, 56115, 82920, 82920, 83725, 83725, 83725, 141342, 198653, 210871, 210871, 210871, 210871, 210872, 210872, 210872, 273152], [12576, 141342, 198653, 210871, 273152, 35061, 887, 12576, 6151, 6213, 6151, 6213, 6213, 12576, 6151, 83725, 135130, 56112, 83725, 35061, 210871, 210871, 56115, 83725, 135130, 273152, 35, 12576, 56112, 56115, 35061, 887, 198653, 273152, 35, 887, 210871, 273152, 35, 210871]]"
35,141342,"[[35, 82920, 210871, 210872, 210872], [210871, 35, 35, 210871, 35]]","[[35, 35, 35, 35061, 44514, 82920, 82920, 141342, 210871, 210871, 210872, 210872, 210872, 273152], [210871, 273152, 35061, 210871, 210871, 273152, 35, 35061, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 32083, 35061, 44514, 82920, 82920, 141342, 210871, 210871, 210872, 210872, 210872, 273152], [210871, 273152, 35061, 35061, 210871, 210871, 273152, 35, 35061, 273152, 35, 210871, 273152, 35, 210871]]"
35,18582,"[[35, 35, 8875, 82920, 82920, 84021, 210871, 210872, 210872], [210871, 84021, 18582, 35, 84021, 18582, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 35, 35, 35, 1688, 6209, 8865, 8872, 8874, 8875, 12576, 35061, 44514, 82920, 82920, 82920, 82920, 84021, 84021, 98698, 143323, 210871, 210871, 210872, 210872, 210872, 273152], [12576, 1688, 210871, 273152, 35061, 84021, 8865, 98698, 84021, 8875, 8875, 8875, 8875, 18582, 8875, 210871, 210871, 273152, 35, 84021, 98698, 18582, 98698, 84021, 84021, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 887, 887, 1688, 6209, 6213, 8865, 8872, 8874, 8875, 12576, 12576, 32083, 35061, 44514, 58758, 82920, 82920, 82920, 82920, 83725, 84021, 84021, 98698, 141342, 143323, 210871, 210871, 210871, 210872, 210872, 210872, 273152], [12576, 141342, 1688, 210871, 273152, 35061, 84021, 8865, 887, 98698, 12576, 6213, 84021, 8875, 12576, 8875, 8875, 8875, 18582, 83725, 8875, 35061, 210871, 210871, 1688, 273152, 35, 84021, 98698, 12576, 18582, 98698, 84021, 35061, 84021, 273152, 35, 887, 210871, 273152, 35, 210871]]"
35,190697,"[[35, 35, 35, 22229, 41714, 82920, 190698, 190698, 198443, 210871, 210872, 210872], [198443, 210871, 41714, 190697, 190697, 35, 190697, 198443, 190697, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 13658, 13658, 22229, 22229, 35061, 35061, 35061, 41714, 41714, 44455, 44514, 82920, 82920, 119686, 144701, 190698, 190698, 198443, 210871, 210871, 210872, 210872, 210872, 273152], [198443, 210871, 273152, 35061, 41714, 119686, 198443, 144701, 190697, 144701, 210871, 22229, 190697, 44455, 41714, 210871, 273152, 35, 198443, 22229, 190697, 198443, 190697, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 35, 13654, 13658, 13658, 22229, 22229, 32083, 35061, 35061, 35061, 41714, 41714, 44455, 44514, 82920, 82920, 119686, 141342, 144701, 190698, 190698, 198443, 210871, 210871, 210872, 210872, 210872, 273152], [141342, 198443, 210871, 273152, 35061, 41714, 119686, 119686, 198443, 144701, 190697, 35061, 144701, 210871, 22229, 190697, 44455, 41714, 210871, 273152, 35, 198443, 35061, 22229, 190697, 198443, 190697, 273152, 35, 210871, 273152, 35, 210871]]"
35,190706,"[[35, 35, 41714, 45605, 82920, 210871, 210872, 210872], [210871, 41714, 190706, 190706, 35, 35, 210871, 35]]","[[35, 35, 35, 35, 32083, 32083, 35061, 35061, 35061, 41714, 41714, 44455, 44514, 45605, 45605, 82920, 82920, 210871, 210871, 210872, 210872, 210872, 240791, 273152], [210871, 273152, 35061, 41714, 35061, 45605, 210871, 240791, 45605, 190706, 44455, 41714, 210871, 190706, 240791, 273152, 35, 273152, 35, 210871, 273152, 35, 45605, 210871]]","[[35, 35, 35, 35, 35, 19621, 32083, 32083, 35061, 35061, 35061, 41714, 41714, 44455, 44514, 45605, 45605, 82920, 82920, 141342, 210871, 210871, 210872, 210872, 210872, 240791, 273152], [141342, 210871, 273152, 35061, 41714, 240791, 35061, 45605, 210871, 240791, 45605, 190706, 44455, 41714, 210871, 190706, 240791, 273152, 35, 35061, 273152, 35, 210871, 273152, 35, 45605, 210871]]"
35,197054,"[[35, 35, 8872, 41714, 41714, 82920, 182093, 182094, 210871, 210872, 210872], [210871, 41714, 197054, 182094, 197054, 35, 197054, 197054, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 8872, 35061, 41714, 41714, 41714, 41714, 44455, 44514, 82920, 82920, 182093, 182094, 190706, 210871, 210871, 210872, 210872, 210872, 273152], [190706, 210871, 273152, 35061, 41714, 197054, 210871, 182094, 190706, 197054, 44455, 41714, 210871, 273152, 35, 197054, 197054, 182094, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 35, 8872, 32083, 32083, 35061, 35061, 41714, 41714, 41714, 41714, 44455, 44514, 45605, 82920, 82920, 141342, 182093, 182094, 190706, 210871, 210871, 210872, 210872, 210872, 273152], [141342, 190706, 210871, 273152, 35061, 41714, 197054, 35061, 45605, 210871, 45605, 182094, 190706, 197054, 44455, 41714, 210871, 190706, 273152, 35, 35061, 197054, 197054, 182094, 273152, 35, 210871, 273152, 35, 210871]]"
35,198653,"[[35, 82920, 210871, 210871, 210872, 210872], [210871, 35, 198653, 35, 210871, 35]]","[[35, 35, 35, 35061, 44514, 82920, 82920, 210871, 210871, 210871, 210872, 210872, 210872, 273152], [210871, 273152, 35061, 210871, 210871, 273152, 35, 198653, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 32083, 35061, 44514, 82920, 82920, 141342, 210871, 210871, 210871, 210872, 210872, 210872, 273152], [141342, 210871, 273152, 35061, 35061, 210871, 210871, 273152, 35, 35061, 198653, 273152, 35, 210871, 273152, 35, 210871]]"
35,206371,"[[35, 35, 35, 69284, 69284, 69296, 82920, 206371, 210871, 210872, 210872], [210871, 69284, 69296, 206371, 69296, 206371, 35, 69296, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 35, 35, 1688, 35061, 44514, 46079, 56115, 58758, 58758, 69284, 69284, 69296, 82920, 82920, 178718, 206371, 210871, 210871, 210872, 210872, 210872, 273152], [1688, 210871, 273152, 35061, 46079, 69284, 69296, 69284, 210871, 210871, 69284, 69284, 1688, 69284, 206371, 69296, 206371, 273152, 35, 69296, 69296, 273152, 35, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 35, 35, 35, 1688, 32083, 35061, 44514, 46079, 56112, 56112, 56115, 58758, 58758, 58758, 69284, 69284, 69296, 82920, 82920, 83725, 83725, 141342, 178718, 206371, 210871, 210871, 210872, 210872, 210872, 273152, 576973], [141342, 1688, 210871, 273152, 35061, 46079, 69284, 69296, 69284, 35061, 210871, 210871, 69284, 56115, 83725, 69284, 1688, 576973, 69284, 206371, 69296, 206371, 273152, 35, 56112, 56115, 35061, 69296, 69296, 273152, 35, 210871, 273152, 35, 210871, 58758]]"
35,210871,"[[35, 35, 35061, 44514, 82920, 82920, 210871, 210872, 210872, 210872, 273152], [273152, 35061, 210871, 210871, 273152, 35, 273152, 210871, 273152, 35, 210871]]","[[35, 35, 35, 32083, 35061, 44514, 82920, 82920, 141342, 210871, 210872, 210872, 210872, 273152], [141342, 273152, 35061, 35061, 210871, 210871, 273152, 35, 35061, 273152, 210871, 273152, 35, 210871]]","[[35, 35, 35, 32083, 35061, 44514, 82920, 82920, 141342, 210871, 210872, 210872, 210872, 273152], [141342, 273152, 35061, 35061, 210871, 210871, 273152, 35, 35061, 273152, 210871, 273152, 35, 210871]]"
35,229635,"[[35, 35, 8872, 12576, 82920, 210871, 210872, 210872], [12576, 210871, 229635, 229635, 35, 35, 210871, 35]]","[[35, 35, 35, 35, 35, 887, 887, 6213, 8872, 12576, 12576, 35061, 44514, 82920, 82920, 83725, 210871, 210871, 210871, 210872, 210872, 210872, 273152], [12576, 210871, 273152, 35061, 887, 12576, 6213, 12576, 229635, 229635, 83725, 210871, 210871, 273152, 35, 12576, 273152, 35, 887, 210871, 273152, 35, 210871]]","[[35, 35, 35, 35, 35, 35, 35, 887, 887, 887, 4584, 4584, 6151, 6213, 6213, 6741, 8872, 12576, 12576, 12576, 32083, 35061, 44514, 56112, 82920, 82920, 83725, 83725, 141342, 198653, 210871, 210871, 210871, 210871, 210872, 210872, 210872, 273152], [12576, 141342, 198653, 210871, 273152, 35061, 887, 12576, 6151, 6213, 6151, 6213, 6213, 12576, 6151, 83725, 229635, 229635, 56112, 83725, 35061, 210871, 210871, 83725, 273152, 35, 12576, 56112, 35061, 887, 198653, 273152, 35, 887, 210871, 273152, 35, 210871]]"
35,248425,"[[35, 35, 82920, 210871, 210872, 210872, 579008], [210871, 579008, 35, 35, 210871, 35, 248425]]","[[35, 35, 35, 35, 35, 35061, 44514, 54132, 82920, 82920, 210871, 210871, 210871, 210872, 210872, 210872, 273152, 575077, 579008], [210871, 273152, 35061, 575077, 579008, 210871, 210871, 579008, 273152, 35, 273152, 35, 575077, 210871, 273152, 35, 210871, 579008, 248425]]","[[35, 35, 35, 35, 35, 35, 32083, 35061, 44514, 54132, 82920, 82920, 141342, 210871, 210871, 210871, 210872, 210872, 210872, 273152, 575077, 579008], [141342, 210871, 273152, 35061, 575077, 579008, 35061, 210871, 210871, 579008, 273152, 35, 35061, 273152, 35, 575077, 210871, 273152, 35, 210871, 579008, 248425]]"
35,254923,"[[35, 35, 1272, 82920, 210871, 210872, 210872, 415693], [210871, 415693, 254923, 35, 35, 210871, 35, 254923]]","[[35, 35, 35, 35, 35, 35, 1272, 4584, 13686, 35061, 44514, 82920, 82920, 82920, 84021, 210871, 210871, 210872, 210872, 210872, 273152, 287787, 415693], [210871, 273152, 287787, 35061, 415693, 84021, 254923, 1272, 1272, 210871, 210871, 273152, 35, 84021, 415693, 273152, 35, 210871, 273152, 35, 210871, 415693, 254923]]","[[35, 35, 35, 35, 35, 35, 35, 35, 35, 1272, 1688, 4584, 4584, 6184, 13686, 22563, 27535, 32083, 35061, 40135, 44514, 82920, 82920, 82920, 82920, 84021, 84021, 98698, 110041, 141342, 143323, 210871, 210871, 210872, 210872, 210872, 273152, 287787, 415693], [141342, 1688, 210871, 273152, 287787, 35061, 415693, 84021, 98698, 254923, 84021, 1272, 6184, 13686, 1272, 13686, 13686, 35061, 210871, 13686, 210871, 273152, 35, 84021, 98698, 415693, 98698, 84021, 287787, 35061, 84021, 273152, 35, 210871, 273152, 35, 210871, 415693, 254923]]"
